,id,creation_time,airline_code,flight_number,flight_date,departure_airport,user_name,action_name,header_line,entry_details
168,137529192,2024-04-30 04:37:14,MN,1532,30,DUB,human,AssignLoadplanAction,"2024-04-30 04:37:14,745 INFO  [c779f9ef3539d683] [MN1532  /30 DUB | human      | AssignLoadplanAction                |                                | default task-2829]  Received:","com.systemone.lc2.loadplan.dto.PositionAssignmentInputDTO [ id = NULL ]
Action type    : ACTION_DRAG
Items          : ULD
 Item Id   ULD       Number    Airline   Special   Status    Weight         Pieces    Volume    Origin    Onl.Sta.  Dest.     Category  Position  Confirmed  Remarks  
 37145240  AKH       NULL      MN        NULL      ESTIMATE  325.00    KG   25        0.00      DUB       DUB       TLS       B         NULL      false     NULL 
To positions   : 41"
169,137529195,2024-04-30 04:37:14,MN,1532,30,DUB,human,AssignLoadplanAction,"2024-04-30 04:37:14,750 INFO  [c779f9ef3539d683] [MN1532  /30 DUB | human      | AssignLoadplanAction                |                                | default task-2829]  Saved:","com.systemone.lc2.manualloadplanning.dto.LoadDTO [ id = 2978140  flightId = 667684 legId = 687495  deleted = false  fragmentId = LoadFragment ]
BULK
 Item Id   Number       Status    Weight         Pieces    Volume    Origin    Onl.Sta.  Dest.     Category  Position  Confirmed  Remarks  
 37145239  NULL         ESTIMATE  0.00      KG   0         0.00      DUB       DUB       TLS       B         5         false     NULL 
ULD
 Item Id   ULD       Number    Airline   Special   Status    Weight         Pieces    Volume    Origin    Onl.Sta.  Dest.     Category  Position  Confirmed  Remarks  
 37145238  AKH       NULL      MN                  ESTIMATE  312.00    KG   24        0.00      DUB       DUB       TLS       B         12        false     NULL 
 37145240  AKH       NULL      MN        NULL      ESTIMATE  325.00    KG   25        0.00      DUB       DUB       TLS       B         41        false     NULL 
 37145237  AKH       NULL      MN                  ESTIMATE  455.00    KG   35        0.00      DUB       DUB       TLS       B         11        false     NULL 
Nilled positions: 32 31 13 42 
STATUS LOADING_INSTRUCTION 1 FUEL 2 AIRCRAFT_CONFIG 1 EZFW 1 CARGO_TRANSFER 1 OFP 4 CABIN_CONFIG 1 AUTO_MODE_ACTIVE 1 AUTOMATION_STARTED 0 BAG_LOAD_ITEMS_GEN 1 EZFW_COUNTER 1 REGISTRATION 1 REGISTRATION_CHANGE 1 FUEL_ORDER 2"
170,137529198,2024-04-30 04:37:16,MN,1532,30,DUB,human,AssignLoadplanAction,"2024-04-30 04:37:16,983 INFO  [95686f04397e6139] [MN1532  /30 DUB | human      | AssignLoadplanAction                |                                | default task-2829]  Received:","com.systemone.lc2.loadplan.dto.PositionAssignmentInputDTO [ id = NULL ]
Action type    : ACTION_NIL_ALL"
171,137529218,2024-04-30 04:40:14,MN,1069,1,DUB,service-acco,AssignLCCAction,"2024-04-30 04:40:14,674 INFO  [ee60b65961d1e5e8] [MN1069   /01 DUB | service-acco | AssignLCCAction                     |                                | Thread-18064 (ActiveMQ-client-global-threads)]  Received:",
172,137529223,2024-04-30 04:40:14,MN,1069,1,DUB,service-acco,AssignLCCAction,"2024-04-30 04:40:14,681 INFO  [ee60b65961d1e5e8] [MN1069   /01 DUB | service-acco | AssignLCCAction                     |                                | Thread-18064 (ActiveMQ-client-global-threads)]  Saved:","A/L Flt No Suff Date          DEP    ARR    STD in UTC                    ETD in UTC                    AC Type Reg       Assigned user  Planned user   Location 
MN  1069     NULL 2024-05-01    DUB    LAX    2024-05-01 14:25:00           2024-05-01 14:25:00           333     MNMNM     NULL           NULL           DUB"
173,137529390,2024-04-30 04:37:12,MN,1532,30,DUB,human,AssignLoadplanAction,"2024-04-30 04:37:12,155 INFO  [83298e698f8af526] [MN1532  /30 DUB | human      | AssignLoadplanAction                |                                | default task-1890]  Received:","com.systemone.lc2.loadplan.dto.PositionAssignmentInputDTO [ id = NULL ]
Action type    : ACTION_UNLOAD"
174,137529393,2024-04-30 04:37:12,MN,1532,30,DUB,human,AssignLoadplanAction,"2024-04-30 04:37:12,156 INFO  [83298e698f8af526] [MN1532  /30 DUB | human      | AssignLoadplanAction                |                                | default task-1890]  Saved:","com.systemone.lc2.manualloadplanning.dto.LoadDTO [ id = 2978140  flightId = 667684 legId = 687495  deleted = false  fragmentId = LoadFragment ]
BULK
 Item Id   Number       Status    Weight         Pieces    Volume    Origin    Onl.Sta.  Dest.     Category  Position  Confirmed  Remarks  
 37145239  NULL         ESTIMATE  0.00      KG   0         0.00      DUB       DUB       TLS       B         5         false     NULL 
ULD
 Item Id   ULD       Number    Airline   Special   Status    Weight         Pieces    Volume    Origin    Onl.Sta.  Dest.     Category  Position  Confirmed  Remarks  
 37145238  AKH       NULL      MN                  ESTIMATE  312.00    KG   24        0.00      DUB       DUB       TLS       B         12        false     NULL 
 37145240  AKH       NULL      MN        NULL      ESTIMATE  325.00    KG   25        0.00      DUB       DUB       TLS       B         NULL      false     NULL 
 37145237  AKH       NULL      MN                  ESTIMATE  455.00    KG   35        0.00      DUB       DUB       TLS       B         11        false     NULL 
Nilled positions: 32 31 13 42 
STATUS LOADING_INSTRUCTION 1 FUEL 2 AIRCRAFT_CONFIG 1 EZFW 1 CARGO_TRANSFER 1 OFP 4 CABIN_CONFIG 1 AUTO_MODE_ACTIVE 1 AUTOMATION_STARTED 0 BAG_LOAD_ITEMS_GEN 1 EZFW_COUNTER 1 REGISTRATION 1 REGISTRATION_CHANGE 1 FUEL_ORDER 2"
175,137529423,2024-04-30 04:40:33,MN,1336,1,DUB,service-acco,AssignLCCAction,"2024-04-30 04:40:33,783 INFO  [5dc870d9b4e4f2d6] [MN1336  /01 DUB | service-acco | AssignLCCAction                     |                                | Thread-11482 (ActiveMQ-client-global-threads)]  Received:",
176,137529503,2024-04-30 04:40:15,MN,1087,1,DUB,service-acco,AssignLCCAction,"2024-04-30 04:40:15,373 INFO  [f1e542df45f133de] [MN1087   /01 DUB | service-acco | AssignLCCAction                     |                                | Thread-18065 (ActiveMQ-client-global-threads)]  Received:",
177,137529545,2024-04-30 04:38:47,MN,1520,30,DUB,human,AssignLoadplanAction,"2024-04-30 04:38:47,706 INFO  [df5ca176f1fb1f02] [MN1520  /30 DUB | human      | AssignLoadplanAction                |                                | default task-2832]  Received:","com.systemone.lc2.loadplan.dto.PositionAssignmentInputDTO [ id = NULL ]
Action type    : ACTION_NIL_ALL"
178,137529573,2024-04-30 04:40:16,MN,1119,1,DUB,service-acco,AssignLCCAction,"2024-04-30 04:40:16,645 INFO  [e4e3b7833369a6aa] [MN1119  /01 DUB | service-acco | AssignLCCAction                     |                                | Thread-11481 (ActiveMQ-client-global-threads)]  Received:",
179,137529578,2024-04-30 04:40:16,MN,1119,1,DUB,service-acco,AssignLCCAction,"2024-04-30 04:40:16,647 INFO  [e4e3b7833369a6aa] [MN1119  /01 DUB | service-acco | AssignLCCAction                     |                                | Thread-11481 (ActiveMQ-client-global-threads)]  Saved:","A/L Flt No Suff Date          DEP    ARR    STD in UTC                    ETD in UTC                    AC Type Reg       Assigned user  Planned user   Location 
MN  1119    NULL 2024-05-01    DUB    IAD    2024-05-01 15:20:00           2024-05-01 15:20:00           321     MNLRD     NULL           NULL           DUB"
180,137529592,2024-04-30 04:40:17,MN,1105,1,DUB,service-acco,AssignLCCAction,"2024-04-30 04:40:17,604 INFO  [db0b41a4b838f63] [MN1105  /01 DUB | service-acco | AssignLCCAction                     |                                | Thread-18067 (ActiveMQ-client-global-threads)]  Received:",
181,137529597,2024-04-30 04:40:17,MN,1105,1,DUB,service-acco,AssignLCCAction,"2024-04-30 04:40:17,612 INFO  [db0b41a4b838f63] [MN1105  /01 DUB | service-acco | AssignLCCAction                     |                                | Thread-18067 (ActiveMQ-client-global-threads)]  Saved:","A/L Flt No Suff Date          DEP    ARR    STD in UTC                    ETD in UTC                    AC Type Reg       Assigned user  Planned user   Location 
MN  1105    NULL 2024-05-01    DUB    JFK    2024-05-01 10:05:00           2024-05-01 10:05:00           333     MNMNN     NULL           NULL           DUB"
182,137529609,2024-04-30 04:40:13,MN,1061,1,DUB,service-acco,AssignLCCAction,"2024-04-30 04:40:13,836 INFO  [d0fc1b821a1b832d] [MN1061   /01 DUB | service-acco | AssignLCCAction                     |                                | Thread-18066 (ActiveMQ-client-global-threads)]  Received:",
183,137529614,2024-04-30 04:40:13,MN,1061,1,DUB,service-acco,AssignLCCAction,"2024-04-30 04:40:13,842 INFO  [d0fc1b821a1b832d] [MN1061   /01 DUB | service-acco | AssignLCCAction                     |                                | Thread-18066 (ActiveMQ-client-global-threads)]  Saved:","A/L Flt No Suff Date          DEP    ARR    STD in UTC                    ETD in UTC                    AC Type Reg       Assigned user  Planned user   Location 
MN  1061     NULL 2024-05-01    DUB    SFO    2024-05-01 11:50:00           2024-05-01 11:50:00           333     MNGAJ     NULL           NULL           DUB"
184,137529634,2024-04-30 04:40:17,MN,1107,1,DUB,service-acco,AssignLCCAction,"2024-04-30 04:40:17,881 INFO  [fcfcd16f5202d662] [MN1107  /01 DUB | service-acco | AssignLCCAction                     |                                | Thread-18064 (ActiveMQ-client-global-threads)]  Received:",
185,137529639,2024-04-30 04:40:17,MN,1107,1,DUB,service-acco,AssignLCCAction,"2024-04-30 04:40:17,888 INFO  [fcfcd16f5202d662] [MN1107  /01 DUB | service-acco | AssignLCCAction                     |                                | Thread-18064 (ActiveMQ-client-global-threads)]  Saved:","A/L Flt No Suff Date          DEP    ARR    STD in UTC                    ETD in UTC                    AC Type Reg       Assigned user  Planned user   Location 
MN  1107    NULL 2024-05-01    DUB    JFK    2024-05-01 15:45:00           2024-05-01 15:45:00           333     MNFNH     NULL           NULL           DUB"
186,137529648,2024-04-30 04:40:15,MN,1087,1,DUB,service-acco,AssignLCCAction,"2024-04-30 04:40:15,380 INFO  [f1e542df45f133de] [MN1087   /01 DUB | service-acco | AssignLCCAction                     |                                | Thread-18065 (ActiveMQ-client-global-threads)]  Saved:","A/L Flt No Suff Date          DEP    ARR    STD in UTC                    ETD in UTC                    AC Type Reg       Assigned user  Planned user   Location 
MN  1087     NULL 2024-05-01    DUB    CLE    2024-05-01 14:40:00           2024-05-01 14:40:00           321     MNLRG     NULL           NULL           DUB"
187,137529657,2024-04-30 04:40:20,MN,1158,1,DUB,service-acco,AssignLCCAction,"2024-04-30 04:40:20,938 INFO  [8ebcb39e400ee2e9] [MN1158  /01 DUB | service-acco | AssignLCCAction                     |                                | Thread-18064 (ActiveMQ-client-global-threads)]  Received:",
188,137529662,2024-04-30 04:40:20,MN,1158,1,DUB,service-acco,AssignLCCAction,"2024-04-30 04:40:20,945 INFO  [8ebcb39e400ee2e9] [MN1158  /01 DUB | service-acco | AssignLCCAction                     |                                | Thread-18064 (ActiveMQ-client-global-threads)]  Saved:","A/L Flt No Suff Date          DEP    ARR    STD in UTC                    ETD in UTC                    AC Type Reg       Assigned user  Planned user   Location 
MN  1158    NULL 2024-05-01    DUB    LHR    2024-05-01 08:45:00           2024-05-01 08:45:00           320     MNNSD     NULL           NULL           DUB"
189,137529671,2024-04-30 04:40:16,MN,1117,1,DUB,service-acco,AssignLCCAction,"2024-04-30 04:40:16,421 INFO  [d2b725c26d717b42] [MN1117  /01 DUB | service-acco | AssignLCCAction                     |                                | Thread-11484 (ActiveMQ-client-global-threads)]  Received:",
190,137529676,2024-04-30 04:40:16,MN,1117,1,DUB,service-acco,AssignLCCAction,"2024-04-30 04:40:16,423 INFO  [d2b725c26d717b42] [MN1117  /01 DUB | service-acco | AssignLCCAction                     |                                | Thread-11484 (ActiveMQ-client-global-threads)]  Saved:","A/L Flt No Suff Date          DEP    ARR    STD in UTC                    ETD in UTC                    AC Type Reg       Assigned user  Planned user   Location 
MN  1117    NULL 2024-05-01    DUB    IAD    2024-05-01 11:50:00           2024-05-01 11:50:00           321     MNLRB     NULL           NULL           DUB"
191,137529685,2024-04-30 04:40:16,MN,1101,1,DUB,service-acco,AssignLCCAction,"2024-04-30 04:40:16,420 INFO  [94f094b235ef23bd] [MN1101  /01 DUB | service-acco | AssignLCCAction                     |                                | Thread-18066 (ActiveMQ-client-global-threads)]  Received:",
192,137529690,2024-04-30 04:40:16,MN,1101,1,DUB,service-acco,AssignLCCAction,"2024-04-30 04:40:16,427 INFO  [94f094b235ef23bd] [MN1101  /01 DUB | service-acco | AssignLCCAction                     |                                | Thread-18066 (ActiveMQ-client-global-threads)]  Saved:","A/L Flt No Suff Date          DEP    ARR    STD in UTC                    ETD in UTC                    AC Type Reg       Assigned user  Planned user   Location 
MN  1101    NULL 2024-05-01    DUB    EWR    2024-05-01 12:15:00           2024-05-01 12:15:00           321     MNLRC     NULL           NULL           DUB"
193,137529701,2024-04-30 04:40:18,MN,1131,1,DUB,service-acco,AssignLCCAction,"2024-04-30 04:40:18,789 INFO  [94cdd257a744786] [MN1131  /01 DUB | service-acco | AssignLCCAction                     |                                | Thread-18065 (ActiveMQ-client-global-threads)]  Received:",
194,137529710,2024-04-30 04:40:17,MN,1123,1,DUB,service-acco,AssignLCCAction,"2024-04-30 04:40:17,256 INFO  [8499ad1d02e9701] [MN1123  /01 DUB | service-acco | AssignLCCAction                     |                                | Thread-11482 (ActiveMQ-client-global-threads)]  Received:",
195,137529715,2024-04-30 04:40:17,MN,1123,1,DUB,service-acco,AssignLCCAction,"2024-04-30 04:40:17,259 INFO  [8499ad1d02e9701] [MN1123  /01 DUB | service-acco | AssignLCCAction                     |                                | Thread-11482 (ActiveMQ-client-global-threads)]  Saved:","A/L Flt No Suff Date          DEP    ARR    STD in UTC                    ETD in UTC                    AC Type Reg       Assigned user  Planned user   Location 
MN  1123    NULL 2024-05-01    DUB    ORD    2024-05-01 10:35:00           2024-05-01 10:35:00           332     MNGEY     NULL           NULL           DUB"
196,137529727,2024-04-30 04:40:17,MN,1115,1,DUB,service-acco,AssignLCCAction,"2024-04-30 04:40:17,455 INFO  [b323b9d3b61e5037] [MN1115  /01 DUB | service-acco | AssignLCCAction                     |                                | Thread-18068 (ActiveMQ-client-global-threads)]  Received:",
197,137529732,2024-04-30 04:40:17,MN,1115,1,DUB,service-acco,AssignLCCAction,"2024-04-30 04:40:17,462 INFO  [b323b9d3b61e5037] [MN1115  /01 DUB | service-acco | AssignLCCAction                     |                                | Thread-18068 (ActiveMQ-client-global-threads)]  Saved:","A/L Flt No Suff Date          DEP    ARR    STD in UTC                    ETD in UTC                    AC Type Reg       Assigned user  Planned user   Location 
MN  1115    NULL 2024-05-01    DUB    PHL    2024-05-01 15:40:00           2024-05-01 15:40:00           321     MNLRF     NULL           NULL           DUB"
