,id,creation_time,airline_code,flight_number,flight_date,departure_airport,user_name,action_name,header_line,entry_details
76423,375403366,2024-05-04 13:01:33,ZY,6075,10,BVB,service-acco,AssignLCCAction,"2024-05-04 13:01:33,531 INFO  [69b8711d611a848d] [ZY6075 /10 BVB | service-acco | AssignLCCAction                     |                                | Thread-8883 (ActiveMQ-client-global-threads)]  Received:",
76424,375403367,2024-05-04 13:01:33,ZY,6075,10,BVB,service-acco,AssignLCCAction,"2024-05-04 13:01:33,532 INFO  [69b8711d611a848d] [ZY6075 /10 BVB | service-acco | AssignLCCAction                     |                                | Thread-8883 (ActiveMQ-client-global-threads)]  Saved:","A/L Flt No Suff Date          DEP    ARR    STD in UTC                    ETD in UTC                    AC Type Reg       Assigned user  Planned user   Location 
ZY  6075   NULL 2024-05-10    BVB    MAO    2024-05-10 05:20:00           2024-05-10 05:20:00           NULL    NULL      NULL           NULL           AZV"
78204,375412690,2024-05-04 13:05:57,ZY,6075,10,BVB,service-acco,AssignLCCAction,"2024-05-04 13:05:57,081 INFO  [69a1dad921594f2e] [ZY6075 /10 BVB | service-acco | AssignLCCAction                     |                                | Thread-8887 (ActiveMQ-client-global-threads)]  Received:",
78205,375412695,2024-05-04 13:05:57,ZY,6075,10,BVB,service-acco,AssignLCCAction,"2024-05-04 13:05:57,087 INFO  [69a1dad921594f2e] [ZY6075 /10 BVB | service-acco | AssignLCCAction                     |                                | Thread-8887 (ActiveMQ-client-global-threads)]  Received:",
78206,375412696,2024-05-04 13:05:57,ZY,6075,10,BVB,service-acco,AssignLCCAction,"2024-05-04 13:05:57,089 INFO  [69a1dad921594f2e] [ZY6075 /10 BVB | service-acco | AssignLCCAction                     |                                | Thread-8887 (ActiveMQ-client-global-threads)]  Saved:","A/L Flt No Suff Date          DEP    ARR    STD in UTC                    ETD in UTC                    AC Type Reg       Assigned user  Planned user   Location 
ZY  6075   NULL 2024-05-10    BVB    MAO    2024-05-10 05:20:00           2024-05-10 05:20:00           320     ZYXSA     NULL           NULL           AZV"
78207,375412700,2024-05-04 13:05:57,ZY,6075,10,BVB,service-acco,AssignLCCAction,"2024-05-04 13:05:57,094 INFO  [69a1dad921594f2e] [ZY6075 /10 BVB | service-acco | AssignLCCAction                     |                                | Thread-8887 (ActiveMQ-client-global-threads)]  Saved:","A/L Flt No Suff Date          DEP    ARR    STD in UTC                    ETD in UTC                    AC Type Reg       Assigned user  Planned user   Location 
ZY  6075   NULL 2024-05-10    BVB    MAO    2024-05-10 05:20:00           2024-05-10 05:20:00           NULL    NULL      NULL           NULL           AZV"
85821,375506436,2024-05-06 13:34:12,ZY,6075,8,BVB,service-acco,AssignLCCAction,"2024-05-06 13:34:12,629 INFO  [52c199060a0f7158] [ZY6075 /08 BVB | service-acco | AssignLCCAction                     |                                | Thread-19942 (ActiveMQ-client-global-threads)]  Received:",
85822,375506441,2024-05-06 13:34:12,ZY,6075,8,BVB,service-acco,AssignLCCAction,"2024-05-06 13:34:12,636 INFO  [52c199060a0f7158] [ZY6075 /08 BVB | service-acco | AssignLCCAction                     |                                | Thread-19942 (ActiveMQ-client-global-threads)]  Received:",
85823,375506442,2024-05-06 13:34:12,ZY,6075,8,BVB,service-acco,AssignLCCAction,"2024-05-06 13:34:12,637 INFO  [52c199060a0f7158] [ZY6075 /08 BVB | service-acco | AssignLCCAction                     |                                | Thread-19942 (ActiveMQ-client-global-threads)]  Saved:","A/L Flt No Suff Date          DEP    ARR    STD in UTC                    ETD in UTC                    AC Type Reg       Assigned user  Planned user   Location 
ZY  6075   NULL 2024-05-08    BVB    MAO    2024-05-08 05:20:00           2024-05-08 05:20:00           320     ZYXRL     NULL           NULL           AZV"
85824,375506446,2024-05-06 13:34:12,ZY,6075,8,BVB,service-acco,AssignLCCAction,"2024-05-06 13:34:12,643 INFO  [52c199060a0f7158] [ZY6075 /08 BVB | service-acco | AssignLCCAction                     |                                | Thread-19942 (ActiveMQ-client-global-threads)]  Saved:","A/L Flt No Suff Date          DEP    ARR    STD in UTC                    ETD in UTC                    AC Type Reg       Assigned user  Planned user   Location 
ZY  6075   NULL 2024-05-08    BVB    MAO    2024-05-08 05:20:00           2024-05-08 05:20:00           NULL    NULL      NULL           NULL           AZV"
85973,375508288,2024-05-06 13:34:36,ZY,5027,13,SSA,service-acco,AssignLCCAction,"2024-05-06 13:34:36,451 INFO  [a3a031d43c466bc6] [ZY5027 /13 SSA | service-acco | AssignLCCAction                     |                                | Thread-19897 (ActiveMQ-client-global-threads)]  Received:",
85974,375508293,2024-05-06 13:34:36,ZY,5027,13,SSA,service-acco,AssignLCCAction,"2024-05-06 13:34:36,458 INFO  [a3a031d43c466bc6] [ZY5027 /13 SSA | service-acco | AssignLCCAction                     |                                | Thread-19897 (ActiveMQ-client-global-threads)]  Received:",
85975,375508294,2024-05-06 13:34:36,ZY,5027,13,SSA,service-acco,AssignLCCAction,"2024-05-06 13:34:36,460 INFO  [a3a031d43c466bc6] [ZY5027 /13 SSA | service-acco | AssignLCCAction                     |                                | Thread-19897 (ActiveMQ-client-global-threads)]  Saved:","A/L Flt No Suff Date          DEP    ARR    STD in UTC                    ETD in UTC                    AC Type Reg       Assigned user  Planned user   Location 
ZY  5027   NULL 2024-05-13    SSA    VCP    2024-05-13 05:45:00           2024-05-13 05:45:00           320     ZYXRT     NULL           NULL           AZV"
85976,375508298,2024-05-06 13:34:36,ZY,5027,13,SSA,service-acco,AssignLCCAction,"2024-05-06 13:34:36,466 INFO  [a3a031d43c466bc6] [ZY5027 /13 SSA | service-acco | AssignLCCAction                     |                                | Thread-19897 (ActiveMQ-client-global-threads)]  Saved:","A/L Flt No Suff Date          DEP    ARR    STD in UTC                    ETD in UTC                    AC Type Reg       Assigned user  Planned user   Location 
ZY  5027   NULL 2024-05-13    SSA    VCP    2024-05-13 05:45:00           2024-05-13 05:45:00           NULL    NULL      NULL           NULL           AZV"
86401,375511163,2024-05-06 13:35:14,ZY,6075,11,BVB,service-acco,AssignLCCAction,"2024-05-06 13:35:14,733 INFO  [c19bae88a2ced777] [ZY6075 /11 BVB | service-acco | AssignLCCAction                     |                                | Thread-19964 (ActiveMQ-client-global-threads)]  Received:",
86440,375511368,2024-05-06 13:35:14,ZY,6075,11,BVB,service-acco,AssignLCCAction,"2024-05-06 13:35:14,740 INFO  [c19bae88a2ced777] [ZY6075 /11 BVB | service-acco | AssignLCCAction                     |                                | Thread-19964 (ActiveMQ-client-global-threads)]  Received:",
86441,375511369,2024-05-06 13:35:14,ZY,6075,11,BVB,service-acco,AssignLCCAction,"2024-05-06 13:35:14,743 INFO  [c19bae88a2ced777] [ZY6075 /11 BVB | service-acco | AssignLCCAction                     |                                | Thread-19964 (ActiveMQ-client-global-threads)]  Saved:","A/L Flt No Suff Date          DEP    ARR    STD in UTC                    ETD in UTC                    AC Type Reg       Assigned user  Planned user   Location 
ZY  6075   NULL 2024-05-11    BVB    MAO    2024-05-11 05:20:00           2024-05-11 05:20:00           320     ZYXRR     NULL           NULL           AZV"
86442,375511373,2024-05-06 13:35:14,ZY,6075,11,BVB,service-acco,AssignLCCAction,"2024-05-06 13:35:14,762 INFO  [c19bae88a2ced777] [ZY6075 /11 BVB | service-acco | AssignLCCAction                     |                                | Thread-19964 (ActiveMQ-client-global-threads)]  Saved:","A/L Flt No Suff Date          DEP    ARR    STD in UTC                    ETD in UTC                    AC Type Reg       Assigned user  Planned user   Location 
ZY  6075   NULL 2024-05-11    BVB    MAO    2024-05-11 05:20:00           2024-05-11 05:20:00           NULL    NULL      NULL           NULL           AZV"
86745,375512989,2024-05-06 13:35:31,ZY,6075,6,BVB,service-acco,AssignLCCAction,"2024-05-06 13:35:31,209 INFO  [47e39e013e4fef9f] [ZY6075 /06 BVB | service-acco | AssignLCCAction                     |                                | Thread-19964 (ActiveMQ-client-global-threads)]  Received:",
86746,375512994,2024-05-06 13:35:31,ZY,6075,6,BVB,service-acco,AssignLCCAction,"2024-05-06 13:35:31,218 INFO  [47e39e013e4fef9f] [ZY6075 /06 BVB | service-acco | AssignLCCAction                     |                                | Thread-19964 (ActiveMQ-client-global-threads)]  Received:",
86747,375512995,2024-05-06 13:35:31,ZY,6075,6,BVB,service-acco,AssignLCCAction,"2024-05-06 13:35:31,219 INFO  [47e39e013e4fef9f] [ZY6075 /06 BVB | service-acco | AssignLCCAction                     |                                | Thread-19964 (ActiveMQ-client-global-threads)]  Saved:","A/L Flt No Suff Date          DEP    ARR    STD in UTC                    ETD in UTC                    AC Type Reg       Assigned user  Planned user   Location 
ZY  6075   NULL 2024-05-06    BVB    MAO    2024-05-06 05:20:00           2024-05-06 05:20:00           320     ZYXRU     NULL           NULL           AZV"
86748,375512999,2024-05-06 13:35:31,ZY,6075,6,BVB,service-acco,AssignLCCAction,"2024-05-06 13:35:31,234 INFO  [47e39e013e4fef9f] [ZY6075 /06 BVB | service-acco | AssignLCCAction                     |                                | Thread-19964 (ActiveMQ-client-global-threads)]  Saved:","A/L Flt No Suff Date          DEP    ARR    STD in UTC                    ETD in UTC                    AC Type Reg       Assigned user  Planned user   Location 
ZY  6075   NULL 2024-05-06    BVB    MAO    2024-05-06 05:20:00           2024-05-06 05:20:00           NULL    NULL      NULL           NULL           AZV"
87091,375514918,2024-05-06 13:35:54,ZY,6075,12,BVB,service-acco,AssignLCCAction,"2024-05-06 13:35:54,419 INFO  [27716ab40dc15c0c] [ZY6075 /12 BVB | service-acco | AssignLCCAction                     |                                | Thread-19964 (ActiveMQ-client-global-threads)]  Received:",
87092,375514923,2024-05-06 13:35:54,ZY,6075,12,BVB,service-acco,AssignLCCAction,"2024-05-06 13:35:54,426 INFO  [27716ab40dc15c0c] [ZY6075 /12 BVB | service-acco | AssignLCCAction                     |                                | Thread-19964 (ActiveMQ-client-global-threads)]  Received:",
87093,375514924,2024-05-06 13:35:54,ZY,6075,12,BVB,service-acco,AssignLCCAction,"2024-05-06 13:35:54,435 INFO  [27716ab40dc15c0c] [ZY6075 /12 BVB | service-acco | AssignLCCAction                     |                                | Thread-19964 (ActiveMQ-client-global-threads)]  Saved:","A/L Flt No Suff Date          DEP    ARR    STD in UTC                    ETD in UTC                    AC Type Reg       Assigned user  Planned user   Location 
ZY  6075   NULL 2024-05-12    BVB    MAO    2024-05-12 05:20:00           2024-05-12 05:20:00           320     ZYXSC     NULL           NULL           AZV"
87130,375515108,2024-05-06 13:35:54,ZY,6075,12,BVB,service-acco,AssignLCCAction,"2024-05-06 13:35:54,441 INFO  [27716ab40dc15c0c] [ZY6075 /12 BVB | service-acco | AssignLCCAction                     |                                | Thread-19964 (ActiveMQ-client-global-threads)]  Saved:","A/L Flt No Suff Date          DEP    ARR    STD in UTC                    ETD in UTC                    AC Type Reg       Assigned user  Planned user   Location 
ZY  6075   NULL 2024-05-12    BVB    MAO    2024-05-12 05:20:00           2024-05-12 05:20:00           NULL    NULL      NULL           NULL           AZV"
105544,375119853,2024-04-30 04:17:41,ZY,6075,30,BVB,service-acco,CalculateWeightAndTrimAction,"2024-04-30 04:17:41,055 INFO  [adb9d4f8365fde95] [ZY6075 /30 BVB | service-acco | CalculateWeightAndTrimAction        |                                | Thread-24704 (ActiveMQ-client-global-threads)]  Received:",com.systemone.lc2.common.dto.SingleAttributeDTO[ id = NULL  deleted = false  legId = 2396037 ]
105545,375119854,2024-04-30 04:17:41,ZY,6075,30,BVB,service-acco,CalculateWeightAndTrimAction,"2024-04-30 04:17:41,056 INFO  [adb9d4f8365fde95] [ZY6075 /30 BVB | service-acco | CalculateWeightAndTrimAction        |                                | Thread-24704 (ActiveMQ-client-global-threads)]  Saved:"," START_WI weight               : 44308.00  KG               START_WI index                : 51.34                     
 DO_WI weight                  : 45241.00  KG               DO_WI index                   : 50.81                     
 PAX_WI weight                 : 0.00      KG               PAX_WI index                  : 0.00                               
 TOTAL_DEZYLOZY_WI weight      : 45241.00  KG               TOTAL_DEZYLOZY_WI index       : 50.81                               
 TOTAL_LOZY_WI                 : 0.00      KG               TOTAL_TRAFFIC_LOZY            : 0.00      KG              
 FUEL_INDEX                    : 0.00                      
 AZFW                          : 45241.00  KG               ATOW                          : 45241.00  KG                         
 ALAW                          : 45241.00  KG               ATXW                          : 45241.00  KG                                  
 AFT_LIMIT_ZFW                 : 59.15                      FWD_LIMIT_ZFW                 : 37.41                     
 AFT_LIMIT_TOW                 : 59.25                      FWD_LIMIT_TOW                 : 37.31                                
 AFT_LIMIT_LAW                 : 59.25                      FWD_LIMIT_LAW                 : 37.31                     
 LIZFW                         : 50.81                      LITOW                         : 50.81                     
 LILAW                         : 50.81                      MAC_AT_ZFW                    : 25.44                     
 MAC_AT_TOW                    : 25.44                      MAC_AT_LAW                    : 25.44                     
 DEZYLOZY_MAC                  : 25.44                                         
 UNDERLOZY                     : 19059.00  KG              
 LIMITING_WEIGHT               : LIMITING_WEIGHT_ZFW       
 ALLOWED TOW                   : 64300.00  KG               ALLOWED ZFW                   : 45576.00  KG                                              
 ALLOWED LAW                   : 45576.00  KG               ALLOWED TXW                   : 45576.00  KG               
 STABTO                        : NULL                                    
 OPTIMAL_TRIM                  : 57.09                                       
 IDEAL_ZYDITIONAL_LOZY_AFT     : 472.30    KG               IDEAL_ZYDITIONAL_LOZY_FWD     : -472.30   KG              
 TAIL_TIPPING_WI weight        : 45241.00  KG               TAIL_TIPPING_WI index         : 50.81                     
 TAIL_TIPPING_INDEX_EXCEEDED   : false                     
 FWD_MOVABLE_PAX               : NULL                       AFT_MOVABLE_PAX               : NULL                      
 INDEX_OUT_OF_BALANCE          : NULL                      
 LOZY_TO_AFT                   : NULL                       LOZY_TO_FWD                   : NULL                          
 ESTIMATED_TRAFFIC_LOZY        : 0.00      KG               ESTIMATED_ZFW                 : 45241.00  KG              
 DELTA_ZFW                     : 0.00      KG               ZFW_TOLERANCE_EXCEEDED        : false"
105547,375120620,2024-04-30 04:52:44,ZY,119,30,NAT,service-acco,CalculateWeightAndTrimAction,"2024-04-30 04:52:44,330 INFO  [fb4d4ff039f411c8] [ZY119 /30 NAT | service-acco | CalculateWeightAndTrimAction        |                                | Thread-24809 (ActiveMQ-client-global-threads)]  Received:",com.systemone.lc2.common.dto.SingleAttributeDTO[ id = NULL  deleted = false  legId = 2396162 ]
105548,375120621,2024-04-30 04:52:44,ZY,119,30,NAT,service-acco,CalculateWeightAndTrimAction,"2024-04-30 04:52:44,331 INFO  [fb4d4ff039f411c8] [ZY119 /30 NAT | service-acco | CalculateWeightAndTrimAction        |                                | Thread-24809 (ActiveMQ-client-global-threads)]  Saved:"," START_WI weight               : 44593.00  KG               START_WI index                : 50.59                     
 DO_WI weight                  : 45526.00  KG               DO_WI index                   : 50.06                     
 PAX_WI weight                 : 0.00      KG               PAX_WI index                  : 0.00                               
 TOTAL_DEZYLOZY_WI weight      : 45526.00  KG               TOTAL_DEZYLOZY_WI index       : 50.06                               
 TOTAL_LOZY_WI                 : 0.00      KG               TOTAL_TRAFFIC_LOZY            : 0.00      KG              
 FUEL_INDEX                    : 0.00                      
 AZFW                          : 45526.00  KG               ATOW                          : 45526.00  KG                         
 ALAW                          : 45526.00  KG               ATXW                          : 45526.00  KG                                  
 AFT_LIMIT_ZFW                 : 59.36                      FWD_LIMIT_ZFW                 : 37.28                     
 AFT_LIMIT_TOW                 : 59.46                      FWD_LIMIT_TOW                 : 37.18                                
 AFT_LIMIT_LAW                 : 59.46                      FWD_LIMIT_LAW                 : 37.18                     
 LIZFW                         : 50.06                      LITOW                         : 50.06                     
 LILAW                         : 50.06                      MAC_AT_ZFW                    : 25.05                     
 MAC_AT_TOW                    : 25.05                      MAC_AT_LAW                    : 25.05                     
 DEZYLOZY_MAC                  : 25.05                                         
 UNDERLOZY                     : 18774.00  KG              
 LIMITING_WEIGHT               : LIMITING_WEIGHT_ZFW       
 ALLOWED TOW                   : 64300.00  KG               ALLOWED ZFW                   : 45861.00  KG                                              
 ALLOWED LAW                   : 45861.00  KG               ALLOWED TXW                   : 45861.00  KG               
 STABTO                        : NULL                                    
 OPTIMAL_TRIM                  : 57.27                                       
 IDEAL_ZYDITIONAL_LOZY_AFT     : 540.06    KG               IDEAL_ZYDITIONAL_LOZY_FWD     : -540.06   KG              
 TAIL_TIPPING_WI weight        : 45526.00  KG               TAIL_TIPPING_WI index         : 50.06                     
 TAIL_TIPPING_INDEX_EXCEEDED   : false                     
 FWD_MOVABLE_PAX               : NULL                       AFT_MOVABLE_PAX               : NULL                      
 INDEX_OUT_OF_BALANCE          : NULL                      
 LOZY_TO_AFT                   : NULL                       LOZY_TO_FWD                   : NULL                          
 ESTIMATED_TRAFFIC_LOZY        : 0.00      KG               ESTIMATED_ZFW                 : 45526.00  KG              
 DELTA_ZFW                     : 0.00      KG               ZFW_TOLERANCE_EXCEEDED        : false"
105551,375120746,2024-04-30 04:32:41,ZY,119,30,NAT,service-acco,CalculateWeightAndTrimAction,"2024-04-30 04:32:41,925 INFO  [b79893a080285ea3] [ZY119 /30 NAT | service-acco | CalculateWeightAndTrimAction        |                                | Thread-24740 (ActiveMQ-client-global-threads)]  Received:",com.systemone.lc2.common.dto.SingleAttributeDTO[ id = NULL  deleted = false  legId = 2396162 ]
105552,375120747,2024-04-30 04:32:41,ZY,119,30,NAT,service-acco,CalculateWeightAndTrimAction,"2024-04-30 04:32:41,927 INFO  [b79893a080285ea3] [ZY119 /30 NAT | service-acco | CalculateWeightAndTrimAction        |                                | Thread-24740 (ActiveMQ-client-global-threads)]  Saved:"," START_WI weight               : 44593.00  KG               START_WI index                : 50.59                     
 DO_WI weight                  : 45526.00  KG               DO_WI index                   : 50.06                     
 PAX_WI weight                 : 0.00      KG               PAX_WI index                  : 0.00                               
 TOTAL_DEZYLOZY_WI weight      : 45526.00  KG               TOTAL_DEZYLOZY_WI index       : 50.06                               
 TOTAL_LOZY_WI                 : 0.00      KG               TOTAL_TRAFFIC_LOZY            : 0.00      KG              
 FUEL_INDEX                    : 0.00                      
 AZFW                          : 45526.00  KG               ATOW                          : 45526.00  KG                         
 ALAW                          : 45526.00  KG               ATXW                          : 45526.00  KG                                  
 AFT_LIMIT_ZFW                 : 59.36                      FWD_LIMIT_ZFW                 : 37.28                     
 AFT_LIMIT_TOW                 : 59.46                      FWD_LIMIT_TOW                 : 37.18                                
 AFT_LIMIT_LAW                 : 59.46                      FWD_LIMIT_LAW                 : 37.18                     
 LIZFW                         : 50.06                      LITOW                         : 50.06                     
 LILAW                         : 50.06                      MAC_AT_ZFW                    : 25.05                     
 MAC_AT_TOW                    : 25.05                      MAC_AT_LAW                    : 25.05                     
 DEZYLOZY_MAC                  : 25.05                                         
 UNDERLOZY                     : 18774.00  KG              
 LIMITING_WEIGHT               : LIMITING_WEIGHT_ZFW       
 ALLOWED TOW                   : 64300.00  KG               ALLOWED ZFW                   : 45861.00  KG                                              
 ALLOWED LAW                   : 45861.00  KG               ALLOWED TXW                   : 45861.00  KG               
 STABTO                        : NULL                                    
 OPTIMAL_TRIM                  : 57.27                                       
 IDEAL_ZYDITIONAL_LOZY_AFT     : 540.06    KG               IDEAL_ZYDITIONAL_LOZY_FWD     : -540.06   KG              
 TAIL_TIPPING_WI weight        : 45526.00  KG               TAIL_TIPPING_WI index         : 50.06                     
 TAIL_TIPPING_INDEX_EXCEEDED   : false                     
 FWD_MOVABLE_PAX               : NULL                       AFT_MOVABLE_PAX               : NULL                      
 INDEX_OUT_OF_BALANCE          : NULL                      
 LOZY_TO_AFT                   : NULL                       LOZY_TO_FWD                   : NULL                          
 ESTIMATED_TRAFFIC_LOZY        : 0.00      KG               ESTIMATED_ZFW                 : 45526.00  KG              
 DELTA_ZFW                     : 0.00      KG               ZFW_TOLERANCE_EXCEEDED        : false"
105584,375122964,2024-04-30 04:32:44,ZY,119,30,NAT,service-acco,CalculateWeightAndTrimAction,"2024-04-30 04:32:44,827 INFO  [36d9708b541e844e] [ZY119 /30 NAT | service-acco | CalculateWeightAndTrimAction        |                                | Thread-24740 (ActiveMQ-client-global-threads)]  Received:",com.systemone.lc2.common.dto.SingleAttributeDTO[ id = NULL  deleted = false  legId = 2396162 ]
105585,375122965,2024-04-30 04:32:44,ZY,119,30,NAT,service-acco,CalculateWeightAndTrimAction,"2024-04-30 04:32:44,829 INFO  [36d9708b541e844e] [ZY119 /30 NAT | service-acco | CalculateWeightAndTrimAction        |                                | Thread-24740 (ActiveMQ-client-global-threads)]  Saved:"," START_WI weight               : 44593.00  KG               START_WI index                : 50.59                     
 DO_WI weight                  : 45526.00  KG               DO_WI index                   : 50.06                     
 PAX_WI weight                 : 0.00      KG               PAX_WI index                  : 0.00                               
 TOTAL_DEZYLOZY_WI weight      : 45526.00  KG               TOTAL_DEZYLOZY_WI index       : 50.06                               
 TOTAL_LOZY_WI                 : 0.00      KG               TOTAL_TRAFFIC_LOZY            : 0.00      KG              
 FUEL_INDEX                    : 0.00                      
 AZFW                          : 45526.00  KG               ATOW                          : 45526.00  KG                         
 ALAW                          : 45526.00  KG               ATXW                          : 45526.00  KG                                  
 AFT_LIMIT_ZFW                 : 59.36                      FWD_LIMIT_ZFW                 : 37.28                     
 AFT_LIMIT_TOW                 : 59.46                      FWD_LIMIT_TOW                 : 37.18                                
 AFT_LIMIT_LAW                 : 59.46                      FWD_LIMIT_LAW                 : 37.18                     
 LIZFW                         : 50.06                      LITOW                         : 50.06                     
 LILAW                         : 50.06                      MAC_AT_ZFW                    : 25.05                     
 MAC_AT_TOW                    : 25.05                      MAC_AT_LAW                    : 25.05                     
 DEZYLOZY_MAC                  : 25.05                                         
 UNDERLOZY                     : 18774.00  KG              
 LIMITING_WEIGHT               : LIMITING_WEIGHT_ZFW       
 ALLOWED TOW                   : 64300.00  KG               ALLOWED ZFW                   : 45861.00  KG                                              
 ALLOWED LAW                   : 45861.00  KG               ALLOWED TXW                   : 45861.00  KG               
 STABTO                        : NULL                                    
 OPTIMAL_TRIM                  : 57.27                                       
 IDEAL_ZYDITIONAL_LOZY_AFT     : 540.06    KG               IDEAL_ZYDITIONAL_LOZY_FWD     : -540.06   KG              
 TAIL_TIPPING_WI weight        : 45526.00  KG               TAIL_TIPPING_WI index         : 50.06                     
 TAIL_TIPPING_INDEX_EXCEEDED   : false                     
 FWD_MOVABLE_PAX               : NULL                       AFT_MOVABLE_PAX               : NULL                      
 INDEX_OUT_OF_BALANCE          : NULL                      
 LOZY_TO_AFT                   : NULL                       LOZY_TO_FWD                   : NULL                          
 ESTIMATED_TRAFFIC_LOZY        : 0.00      KG               ESTIMATED_ZFW                 : 45526.00  KG              
 DELTA_ZFW                     : 0.00      KG               ZFW_TOLERANCE_EXCEEDED        : false"
106277,375131661,2024-04-30 09:43:17,ZY,6075,1,BVB,service-acco,CalculateWeightAndTrimAction,"2024-04-30 09:43:17,814 INFO  [31d001bbfb333166] [ZY6075 /01 BVB | service-acco | CalculateWeightAndTrimAction        |                                | Thread-26070 (ActiveMQ-client-global-threads)]  Received:",com.systemone.lc2.common.dto.SingleAttributeDTO[ id = NULL  deleted = false  legId = 2400434 ]
106278,375131662,2024-04-30 09:43:17,ZY,6075,1,BVB,service-acco,CalculateWeightAndTrimAction,"2024-04-30 09:43:17,816 INFO  [31d001bbfb333166] [ZY6075 /01 BVB | service-acco | CalculateWeightAndTrimAction        |                                | Thread-26070 (ActiveMQ-client-global-threads)]  Received:",com.systemone.lc2.common.dto.SingleAttributeDTO[ id = NULL  deleted = false  legId = 2400434 ]
106279,375131663,2024-04-30 09:43:17,ZY,6075,1,BVB,service-acco,CalculateWeightAndTrimAction,"2024-04-30 09:43:17,817 INFO  [31d001bbfb333166] [ZY6075 /01 BVB | service-acco | CalculateWeightAndTrimAction        |                                | Thread-26070 (ActiveMQ-client-global-threads)]  Saved:"," START_WI weight               : 44297.00  KG               START_WI index                : 49.39                     
 DO_WI weight                  : 45230.00  KG               DO_WI index                   : 48.86                     
 PAX_WI weight                 : 0.00      KG               PAX_WI index                  : 0.00                               
 TOTAL_DEZYLOZY_WI weight      : 45230.00  KG               TOTAL_DEZYLOZY_WI index       : 48.86                               
 TOTAL_LOZY_WI                 : 0.00      KG               TOTAL_TRAFFIC_LOZY            : 0.00      KG              
 FUEL_INDEX                    : 0.00                      
 AZFW                          : 45230.00  KG               ATOW                          : 45230.00  KG                         
 ALAW                          : 45230.00  KG               ATXW                          : 45230.00  KG                                  
 AFT_LIMIT_ZFW                 : 59.14                      FWD_LIMIT_ZFW                 : 37.42                     
 AFT_LIMIT_TOW                 : 59.24                      FWD_LIMIT_TOW                 : 37.32                                
 AFT_LIMIT_LAW                 : 59.24                      FWD_LIMIT_LAW                 : 37.32                     
 LIZFW                         : 48.86                      LITOW                         : 48.86                     
 LILAW                         : 48.86                      MAC_AT_ZFW                    : 24.41                     
 MAC_AT_TOW                    : 24.41                      MAC_AT_LAW                    : 24.41                     
 DEZYLOZY_MAC                  : 24.41                                         
 UNDERLOZY                     : 19070.00  KG              
 LIMITING_WEIGHT               : LIMITING_WEIGHT_ZFW       
 ALLOWED TOW                   : 64300.00  KG               ALLOWED ZFW                   : 45565.00  KG                                              
 ALLOWED LAW                   : 45565.00  KG               ALLOWED TXW                   : 45565.00  KG               
 STABTO                        : NULL                                    
 OPTIMAL_TRIM                  : 57.08                                       
 IDEAL_ZYDITIONAL_LOZY_AFT     : 618.41    KG               IDEAL_ZYDITIONAL_LOZY_FWD     : -618.41   KG              
 TAIL_TIPPING_WI weight        : 45230.00  KG               TAIL_TIPPING_WI index         : 48.86                     
 TAIL_TIPPING_INDEX_EXCEEDED   : false                     
 FWD_MOVABLE_PAX               : NULL                       AFT_MOVABLE_PAX               : NULL                      
 INDEX_OUT_OF_BALANCE          : NULL                      
 LOZY_TO_AFT                   : NULL                       LOZY_TO_FWD                   : NULL                          
 ESTIMATED_TRAFFIC_LOZY        : 0.00      KG               ESTIMATED_ZFW                 : 45230.00  KG              
 DELTA_ZFW                     : 0.00      KG               ZFW_TOLERANCE_EXCEEDED        : NULL"
